Place_name,Latitude,Longitude,Category,Region,haversine_distance_from_centroid,haversine_distance_from_voosh_kitchen,09_30_centroid,19_00_centroid,distance_in_meters_from_centroid
DS-MAX Properties Pvt.Ltd,13.037737,77.6273876,Apartments,"Adugodi, Bengaluru",1.8670101982119438,3.4744653978734314,7,8,504
Bizongo,13.0277782,77.6324487,Office,"Ambalipura, Bengaluru",0.7975874125251357,2.3494962356968236,1,1,83
Hitachi Lift India Pvt Ltd,13.0341271,77.6286827,Office,"Ambalipura, Bengaluru",1.4946350084496447,3.1011615707084745,3,4,237
Ola attachment,13.0375156,77.6273117,Office,"Ambalipura, Bengaluru",1.855482654260741,3.463417795613342,7,9,510
Axis Bank,13.0281125,77.6324919,Office,"Ambalipura, Bengaluru",0.8040645400033424,2.3664009238432016,4,5,288
Ola attachment,13.0375156,77.6273117,Office,"Carmelaram, Bengaluru",1.855482654260741,3.463417795613342,7,9,510
Zolo Cosmos Co-Living %7C Redefining PG,13.0395306,77.6224366,PG,"Carmelaram, Bengaluru",2.39850978961181,4.005880430724523,5,6,362
Zolo Forza Co-Living %7C Redefining PG,13.0407826,77.6226448,PG,"Carmelaram, Bengaluru",2.4725568487778347,4.081115447252002,5,6,350
Zolo Epic Co-Living %7C Redefining PG,13.0379523,77.6217372,PG,"Carmelaram, Bengaluru",2.3526794630110994,3.9534366136529258,6,7,404
All Peoples Church %26 World Outreach Office,13.0208806,77.6430362,Office,"J.P. Nagar, Bengaluru",0.6680059140026238,0.9697129115646521,4,6,342
Casagrand Orlena,13.043603,77.6354368,Apartments,"Junnasandra, Bengaluru",2.0261060343118626,3.468240818784734,8,10,592
Griha Promoters Private Ltd,13.0181246,77.646108,Apartments,"Junnasandra, Bengaluru",1.1137473275679992,0.5283552891519908,6,8,451
Zolo Cosmos Co-Living %7C Redefining PG,13.0395306,77.6224366,PG,"Junnasandra, Bengaluru",2.39850978961181,4.005880430724523,5,6,362
Zolo Epic Co-Living %7C Redefining PG,13.0379523,77.6217372,PG,"Junnasandra, Bengaluru",2.3526794630110994,3.9534366136529258,6,7,404
Sub Registrar Office,13.0144612,77.6477867,Office,"K.R Puram, Bengaluru",1.5479216508653997,0.3464595096706986,9,10,612
Zolo Cygnus Co-Living %7C Redefining PG,13.0206664,77.6558476,PG,"K.R Puram, Bengaluru",1.8582071634841817,0.7700964267827594,7,7,449
Kalyan Apartments,13.0273248,77.6372114,Apartment,"Kalyan Nagar, Bengaluru",0.3017913111755668,1.907402649201459,3,4,210
Grace Garden Apartments,13.0292717,77.6342233,Apartment,"Kalyan Nagar, Bengaluru",0.6912176371361405,2.294313765073972,3,4,263
Sahasra Maple Apartment,13.0286463,77.6412487,Apartment,"Kalyan Nagar, Bengaluru",0.36475306443995564,1.7197675604687606,6,6,358
Sahasra Grand Apartments,13.0301421,77.6435231,Apartment,"Kalyan Nagar, Bengaluru",0.6460844144638984,1.736616985078272,6,7,423
White Crest Apartment,13.0153152,77.646082,Apartment,"Kalyan Nagar, Bengaluru",1.3670871189277463,0.4878035262267206,8,8,503
Ring View Apartment,13.0236674,77.6427738,Apartment,"Kalyan Nagar, Bengaluru",0.42521529652338963,1.1889124284909904,3,4,233
Park Side Apartment,13.0191597,77.6496537,Apartment,"Kalyan Nagar, Bengaluru",1.323409657408881,0.3540624235412915,7,8,480
Radiant H.R.B.R.,13.0182321,77.6520659,Apartment,"Kalyan Nagar, Bengaluru",1.5988424992427865,0.29172998800865546,8,9,534
SIMS Serenity Apartments,13.0245325,77.6361431,Apartment,"Kalyan Nagar, Bengaluru",0.39428150262100986,1.818155886753994,2,2,133
Green India Daisy Apartment,13.016626,77.641389,Apartment,"Kalyan Nagar, Bengaluru",1.0423687573891118,0.9904150628690119,6,7,419
Golden Valley Breeze Apartment,13.0261854,77.6418319,Apartment,"Kalyan Nagar, Bengaluru",0.2523153418653492,1.4647185145475794,5,5,325
Golden Meadows Apartment,13.0293583,77.6343731,Apartment,"Kalyan Nagar, Bengaluru",0.6832663090350432,2.288051738316688,3,4,260
Silver Oak Apartment,13.0298177,77.638101,Apartment,"Kalyan Nagar, Bengaluru",0.4703715435320552,2.034507098526145,5,6,341
Zenith Apartment,13.032897,77.6405687,Apartment,"Kalyan Nagar, Bengaluru",0.7944425394356944,2.1573993981076693,5,6,385
Golden Castle Apartments,13.0244638,77.6365585,Apartment,"Kalyan Nagar, Bengaluru",0.3559308084692878,1.7757527498815064,2,2,107
NSR Apartments,13.0251209,77.6394263,Apartment,"Kalyan Nagar, Bengaluru",0.07903411157611397,1.5658226218860913,2,3,150
Surabhi Apartments,13.0179734,77.6481408,Apartment,"Kalyan Nagar, Bengaluru",1.277403218321274,0.33177070586427876,8,9,521
Mashri Prajavani Apartment,13.0286178,77.6414258,Apartment,"Kalyan Nagar, Bengaluru",0.37224696574108707,1.706051134453899,6,6,358
Sai Sannidhi Apartments,13.0275179,77.6374661,Apartment,"Kalyan Nagar, Bengaluru",0.2925569675601955,1.9009288780930942,4,4,243
Sai Orchid Apartment,13.0293224,77.6400087,Apartment,"Kalyan Nagar, Bengaluru",0.39239989349979765,1.860362174611312,5,5,324
Kala Bhairava Apartment,13.0282342,77.6407701,Apartment,"Kalyan Nagar, Bengaluru",0.29965619095326484,1.7142060601547575,5,5,324
Sai Leela Palace Apartments,13.0272203,77.6402669,Apartment,"Kalyan Nagar, Bengaluru",0.17444733231903392,1.6627528029751102,5,5,305
Pandiyan house Bengaluru,13.0155361,77.648576,Apartment,"Kalyan Nagar, Bengaluru",1.50617047039467,0.21876206059885536,9,10,613
Anugraha Apartments 11,13.0228247,77.6383682,Apartment,"Kalyan Nagar, Bengaluru",0.3565743433134058,1.5141430192107463,3,5,283
Spencer Apartments,13.0197706,77.6426408,Apartment,"Kalyan Nagar, Bengaluru",0.7526463665077996,0.946186487994985,5,6,369
Avyak Fortune Apartments,13.0281682,77.6413656,Apartment,"Kalyan Nagar, Bengaluru",0.32767974877887973,1.6693379208730106,5,6,344
Pathyil Apartments,13.0233289,77.6421002,Apartment,"Kalyan Nagar, Bengaluru",0.39288061405856484,1.2162237922232653,4,4,245
Sri Nivasam Apartment,13.0192062,77.6419426,Apartment,"Kalyan Nagar, Bengaluru",0.78082261001338,0.9912483331136634,5,7,392
Sri Sai Homes Apartment,13.0242638,77.6416267,Apartment,"Kalyan Nagar, Bengaluru",0.2856040981266245,1.3242198928856563,3,3,206
DS Max Livin Apartment,13.027451,77.6405244,Apartment,"Kalyan Nagar, Bengaluru",0.2104086403122523,1.6636565202928886,5,5,316
CopperCreek Apartments,13.017463,77.642627,Apartment,"Kalyan Nagar, Bengaluru",0.9883062656267472,0.8680549793241542,6,7,414
Royal Garden Apartment,13.02368,77.6405161,Apartment,"Kalyan Nagar, Bengaluru",0.2611389569479323,1.3732857680993864,3,4,216
Elegant Pristine,13.0229452,77.6380429,Apartment,"Kalyan Nagar, Bengaluru",0.35849659065519746,1.5514092721340091,4,5,293
Akash Residency Apt,13.0274241,77.6406662,Apartment,"Kalyan Nagar, Bengaluru",0.2161844478952734,1.6514200686259506,5,5,316
SLV Howell Apartment,13.0293212,77.6388795,Apartment,"Kalyan Nagar, Bengaluru",0.3952448502753502,1.9375180474417437,4,5,284
Sims Regency,13.0182879,77.6392433,Apartment,"Kalyan Nagar, Bengaluru",0.8385729842437641,1.2453263887386707,4,5,324
Sai Rani Apartments,13.0174975,77.6452789,Apartment,"Kalyan Nagar, Bengaluru",1.1157035085849647,0.5884402226599699,6,7,440
Suravi Apartment,13.0278899,77.6352072,Apartment,"Kalyan Nagar, Bengaluru",0.5218562242660473,2.1147407362546145,3,3,179
Arnav Apartment,13.025834,77.6423017,Apartment,"Kalyan Nagar, Bengaluru",0.29999367775791597,1.4021513164931128,5,6,333
TukTuk Apartments,13.021689,77.644554,Apartment,"Kalyan Nagar, Bengaluru",0.7122849511743199,0.8971282790019143,5,6,356
Silver Oak Apartments,13.0242582,77.636379,Apartment,"Kalyan Nagar, Bengaluru",0.38345057928325604,1.7805667495476316,2,2,111
A. H. Orchid,13.0179871,77.6484972,Apartment,"Kalyan Nagar, Bengaluru",1.3048400648507754,0.303887253322665,8,9,533
Parkview Apartments,13.020019,77.651346,Apartment,"Kalyan Nagar, Bengaluru",1.433381450821076,0.4463112202340897,6,8,452
Petra Splendour,13.0237001,77.6366095,Apartment,"Kalyan Nagar, Bengaluru",0.3950419760768576,1.7279057419030668,3,3,196
AH Heights,13.023252,77.6389609,Apartment,"Kalyan Nagar, Bengaluru",0.29263207193043245,1.4836463577130365,3,3,192
Crescent Apts,13.0204793,77.6426644,Apartment,"Kalyan Nagar, Bengaluru",0.6843434136621842,0.9806435621607592,5,6,357
Scion Windflower Apartment,13.0156197,77.6440983,Apartment,"Kalyan Nagar, Bengaluru",1.2378034395732567,0.697034222640408,6,8,452
Shreya Apartments,13.0295789,77.640134,Apartment,"Kalyan Nagar, Bengaluru",0.4225697881311828,1.874830818488262,5,6,332
Hosto Gold,13.0236956,77.6427837,Apartment,"Kalyan Nagar, Bengaluru",0.424344492754193,1.1903824778527066,3,4,233
Beauforte Apartment,13.0250846,77.6362335,Apartment,"Kalyan Nagar, Bengaluru",0.3667376295892004,1.842375201238743,2,2,110
Elegant Claire,13.0242862,77.6402072,Apartment,"Kalyan Nagar, Bengaluru",0.18596944382856223,1.4414853580678366,3,3,184
Kalyan Residency,13.0273483,77.6396213,Apartment,"Kalyan Nagar, Bengaluru",0.16975708355861166,1.7205721666765803,4,5,289
Royal Villa Apartment,13.0197765,77.6396697,Apartment,"Kalyan Nagar, Bengaluru",0.6726263582740731,1.2444003022750476,4,5,298
Harmony Homes,13.0251349,77.631956,Apartment,"Kalyan Nagar, Bengaluru",0.8243689855656227,2.248156184753624,2,3,151
Fairmont,13.0215046,77.6396783,Apartment,"Kalyan Nagar, Bengaluru",0.48056547197335653,1.3194261961738558,3,4,233
Macro NEST,13.0213094,77.6471121,Apartment,"Kalyan Nagar, Bengaluru",0.9624277726686156,0.6877125487759411,6,7,395
Srinidhi Apartment,13.0199261,77.6455564,Apartment,"Kalyan Nagar, Bengaluru",0.925196297415754,0.6860327467667227,6,7,407
Manna's Legacy,13.023268,77.643921,Apartment,"Kalyan Nagar, Bengaluru",0.5539016273410393,1.0712758573507488,4,5,288
Vinayakaiah Enclave,13.020958,77.6417431,Apartment,"Kalyan Nagar, Bengaluru",0.5917121937490172,1.0937106549184121,5,6,385
Aikya Towers,13.0172176,77.6435753,Apartment,"Kalyan Nagar, Bengaluru",1.0524582411875407,0.7621688149465483,6,7,412
Thoshini Lotus,13.0283997,77.6401531,Apartment,"Kalyan Nagar, Bengaluru",0.29417921245000467,1.7703506161876905,5,5,306
Scion Winter Leaf,13.0158125,77.6494844,Apartment,"Kalyan Nagar, Bengaluru",1.5497402873879365,0.11569311653422096,9,10,601
Art%26More Studio,13.020137,77.6485004,Apartment,"Kalyan Nagar, Bengaluru",1.159212815897526,0.5003139082356396,6,7,419
Nazm Apartment,13.0178692,77.6399377,Apartment,"Kalyan Nagar, Bengaluru",0.8856328999158594,1.1628276954552772,5,6,373
Tulip,13.0204486,77.6409867,Apartment,"Kalyan Nagar, Bengaluru",0.6181390427196591,1.1404022793920678,5,5,325
Sai Residency Apartments,13.0287385,77.6417464,Apartment,"Kalyan Nagar, Bengaluru",0.4031621351155939,1.6973510483004135,6,7,414
Gurukrupa apartments,13.0182419,77.6451488,Apartment,"Kalyan Nagar, Bengaluru",1.0397204317220154,0.6286871515639101,6,7,414
AH HABITAT Apt.,13.0242557,77.6344386,Apartment,"Kalyan Nagar, Bengaluru",0.5787512431673583,1.9641624647922382,2,2,147
J P Nakshtra Appt.,13.0183469,77.6503651,Apartment,"Kalyan Nagar, Bengaluru",1.4382235653450295,0.2517085267896875,8,9,525
BEW Paradise,13.0221247,77.6421957,Apartment,"Kalyan Nagar, Bengaluru",0.5024443766213919,1.1237234051146088,4,5,286
CBR Prakruthi Apartments,13.0299827,77.6493006,Apartment,"Kalyan Nagar, Bengaluru",1.1548238872513534,1.5506172991022202,8,9,531
Oak Ridge Apartment,13.0284491,77.6395264,Apartment,"Kalyan Nagar, Bengaluru",0.2918889604121512,1.8183066198113635,4,5,288
Scion Winsome,13.0240537,77.6421781,Apartment,"Kalyan Nagar, Bengaluru",0.3476987081730058,1.2649750190700495,3,4,221
Sri vari krupa CGC,13.0206945,77.6406481,Apartment,"Kalyan Nagar, Bengaluru",0.5830475577781531,1.1852649534650848,4,5,311
AH Shelter,13.0235791,77.6386696,Apartment,"Kalyan Nagar, Bengaluru",0.26656350997160355,1.5298600461358869,3,3,182
Mauli's,13.0195786,77.6443961,Apartment,"Kalyan Nagar, Bengaluru",0.8717232689727299,0.768106898485515,5,6,365
S S Environs,13.0281296,77.6402521,Apartment,"Kalyan Nagar, Bengaluru",0.26795033894824016,1.7403588574409674,5,5,298
Nandi Springfield Apartment,13.0147361,77.6485561,Apartment,"Kalyan Nagar, Bengaluru",1.5734588789273432,0.25999318740725247,8,10,576
Sims Heritage,13.0228913,77.638539,Apartment,"Kalyan Nagar, Bengaluru",0.34341608579657185,1.5018068898355648,3,5,278
Pawan House,13.021362,77.648069,Apartment,"Kalyan Nagar, Bengaluru",1.0494860650505011,0.6435085285638762,5,6,387
Vijay Cresent,13.0205886,77.6426745,Apartment,"Kalyan Nagar, Bengaluru",0.674367190149617,0.9858085940298428,5,6,352
Krishna Residency,13.0229248,77.6446184,Apartment,"Kalyan Nagar, Bengaluru",0.6383598885090885,0.9929383536179444,4,5,313
JS House,13.0214055,77.6452591,Apartment,"Kalyan Nagar, Bengaluru",0.7913764979895254,0.8208240247359573,5,6,346
Amen,13.0240265,77.6407586,Apartment,"Kalyan Nagar, Bengaluru",0.2399895853311042,1.3770356394756058,3,3,204
Sunny Bliss Apartment,13.0242664,77.646093,Apartment,"Kalyan Nagar, Bengaluru",0.7315216297201659,1.0278342670219667,5,6,340
Lokanathas Residency,13.0246482,77.6349138,Apartment,"Kalyan Nagar, Bengaluru",0.5171710320279445,1.9397021307858902,2,2,148
gina apartments,13.0277115,77.6386267,Apartment,"Kalyan Nagar, Bengaluru",0.23168120638042183,1.8245692870745958,4,4,252
Sims Legacy,13.0236343,77.6392972,Apartment,"Kalyan Nagar, Bengaluru",0.24482523004220955,1.4767744342440516,3,3,180
Bhavya Paradise,13.0268616,77.6400037,Apartment,"Kalyan Nagar, Bengaluru",0.12615240530917152,1.6527902786804731,4,5,274
Joyelle,13.0162316,77.6486409,Apartment,"Kalyan Nagar, Bengaluru",1.4530701793810739,0.20357781040748504,9,10,621
Honey Dew Residences,13.018143,77.643587,Apartment,"Kalyan Nagar, Bengaluru",0.9604257344807376,0.7844969234790587,5,6,382
Fair Havens,13.020797,77.640331,Apartment,"Kalyan Nagar, Bengaluru",0.5656406053926827,1.2211788666349679,4,5,303
Fortune Solitaire,13.0179809,77.6500667,Apartment,"Kalyan Nagar, Bengaluru",1.4363108070413366,0.21600329303928598,8,9,534
Aadhya castle,13.0167565,77.6401136,Apartment,"Kalyan Nagar, Bengaluru",1.0102344255476108,1.1292300148800487,5,6,383
Gina Living Waters,13.0279853,77.6385844,Apartment,"Kalyan Nagar, Bengaluru",0.26134767001517417,1.8494600653425002,4,4,240
Cennet,13.0187639,77.6450734,Apartment,"Kalyan Nagar, Bengaluru",0.9882508811956306,0.6602906431529214,6,7,397
Slv Torrent,13.0234241,77.6465274,Apartment,"Kalyan Nagar, Bengaluru",0.8033998130966168,0.92303763912979,5,6,342
Sai Nusshina Splendor,13.0208496,77.6412765,Apartment,"Kalyan Nagar, Bengaluru",0.5845143016412647,1.1322182716414924,5,6,384
SELVAM RESIDENCY,13.0284011,77.6425125,Apartment,"Kalyan Nagar, Bengaluru",0.43165784790235573,1.6205179895501642,5,6,371
Asharath Mansion,13.0212145,77.6399356,Apartment,"Kalyan Nagar, Bengaluru",0.5144201202530284,1.27999983921482,4,5,274
Shanthi Residency,13.0246995,77.637616,Apartment,"Kalyan Nagar, Bengaluru",0.24237771280809817,1.6939604242183195,2,2,122
Geetanjali building,13.023276,77.641786,Apartment,"Kalyan Nagar, Bengaluru",0.37399979386473947,1.23813496064578,4,4,247
Park house,13.0230189,77.6419292,Apartment,"Kalyan Nagar, Bengaluru",0.4058428871841189,1.2078897959913302,4,4,253
Mohit %26 Avishek's flat,13.028292,77.6446448,Apartment,"Kalyan Nagar, Bengaluru",0.6180851640101711,1.4986225692540887,7,7,445
Anthena,13.0210054,77.6437494,Apartment,"Kalyan Nagar, Bengaluru",0.7041249301231628,0.9143867484198756,5,6,355
Pransanna,13.0199963,77.6445789,Apartment,"Kalyan Nagar, Bengaluru",0.8478257276404887,0.7761056545331819,5,6,363
Sree Vasavi Arcade,13.0184226,77.6543549,Apartment,"Kalyan Nagar, Bengaluru",1.8044088450806128,0.49043722591100153,8,9,538
Punnen Residency,13.0220817,77.6460651,Apartment,"Kalyan Nagar, Bengaluru",0.8209804618925669,0.822509766014841,5,6,343
Gayathri building,13.0279609,77.6460198,Apartment,"Kalyan Nagar, Bengaluru",0.7418635628154029,1.4071437217449643,8,8,490
Shri SAI SANKALP,13.0171803,77.6468205,Apartment,"Kalyan Nagar, Bengaluru",1.2438585064550576,0.418197326017045,7,8,502
Daffodils Apartments,13.029678,77.6377362,Apartment,"Kalyan Nagar, Bengaluru",0.47065285738378226,2.049362357785343,5,6,349
Sri Lakshmi nilaya,13.0280127,77.6405828,Apartment,"Kalyan Nagar, Bengaluru",0.2686454524889391,1.7075806692289561,5,5,302
CP Residency,13.0184507,77.6494612,Apartment,"Kalyan Nagar, Bengaluru",1.3524710571414134,0.2864299194811057,7,8,508
Vindya Bharthesh,13.0235783,77.6409155,Apartment,"Kalyan Nagar, Bengaluru",0.2912155344250008,1.3323232643277634,3,4,224
Regency Magnum,13.0298596,77.6353197,Apartment,"Kalyan Nagar, Bengaluru",0.6400398347481242,2.2482564121676814,3,4,256
Sree properties,13.0221617,77.6357139,Apartment,"Kalyan Nagar, Bengaluru",0.5805052518123864,1.7398506512001641,3,4,235
MNM Builders,13.016093,77.643219,Apartment,"Kalyan Nagar, Bengaluru",1.153399533292931,0.7903485199046654,6,7,417
J R Arcade,13.0288334,77.6407989,Apartment,"Kalyan Nagar, Bengaluru",0.36165044278964487,1.7653154045746537,5,6,333
Dharma Symphony,13.0206428,77.6443655,Apartment,"Kalyan Nagar, Bengaluru",0.7785003365478147,0.8368136294864281,5,6,357
Rasiga House,13.0286706,77.6443841,Apartment,"Kalyan Nagar, Bengaluru",0.6135317239778492,1.5487461406223246,6,7,425
Unishire,13.0236199,77.6462081,Apartment,"Kalyan Nagar, Bengaluru",0.7635940254713457,0.9586821503155336,5,6,332
Vikash Homes,13.0233787,77.6499898,Apartment,"Kalyan Nagar, Bengaluru",1.1650547405159375,0.8126892553899424,6,7,424
Keerti Apartments,13.0258402,77.642583,Apartment,"Kalyan Nagar, Bengaluru",0.33047082266599376,1.3835548792972288,5,5,326
Anugraha Lotus,13.0196981,77.6310082,Apartment,"Kalyan Nagar, Bengaluru",1.1475351214057674,2.15101941777157,4,4,269
MIMS NORTH WEST,13.019391,77.6426472,Apartment,"Kalyan Nagar, Bengaluru",0.7909171797800019,0.9280623495511281,5,6,363
Dr. Akheel Ahmed House,13.0236646,77.6410371,Apartment,"Kalyan Nagar, Bengaluru",0.29021834541056213,1.3281330068621273,4,4,232
A.H.Riviera,13.0211856,77.6441855,Apartment,"Kalyan Nagar, Bengaluru",0.7211924363712624,0.8896058218957305,5,6,373
Colarado Apartments,13.0314238,77.6365779,Apartment,"Kalyan Nagar, Bengaluru",0.7001148945806899,2.277591272150413,3,4,249
Millennia Mount Galilee,13.0343907,77.6392895,Apartment,"Kalyan Nagar, Bengaluru",0.9529287451741876,2.370793741566267,4,5,317
Midas Residency,13.0181899,77.6447613,Apartment,"Kalyan Nagar, Bengaluru",1.020529162146072,0.6656413805888182,6,7,417
V. V. Ivory Apartment,13.0254202,77.6535371,Apartment,"Kalyan Nagar, Bengaluru",1.517831855771473,1.0881555858862628,8,9,558
