Place_name,Latitude,Longitude,Category,Region,haversine_distance_from_centroid,haversine_distance_from_voosh_kitchen,09_30_voosh,19_00_voosh,distance_in_meters_from_voosh
We Create Homes...,13.0224254,77.6469073,Office,"Kalyan Nagar, Bengaluru",0.8838134655655144,0.8057875976870679,4,5,302
Taapasi KIA,13.0231923,77.6450302,Office,"Kalyan Nagar, Bengaluru",0.6635958530693626,0.9884510025072745,5,5,318
Asus Exclusive Store,13.018951,77.643263,Office,"Kalyan Nagar, Bengaluru",0.8645298632258792,0.8476354447635716,5,6,355
Softway,13.0215605,77.6399928,Office,"Kalyan Nagar, Bengaluru",0.4767049075314522,1.29212086048536,6,7,411
FitnessOne's Propel Fitness Treadmill %26 Equipment Store Kalyan Nagar,13.0214499,77.6418026,Office,"Kalyan Nagar, Bengaluru",0.545025221226662,1.1163440763204875,5,6,353
AH Shelter,13.0235791,77.6386696,Office,"Kalyan Nagar, Bengaluru",0.26656350997160355,1.5298600461358869,8,9,561
"Livpure Smart Homes Pvt Ltd.,",13.0232258,77.6447224,Office,"Kalyan Nagar, Bengaluru",0.6321274436102876,1.0117655007396071,5,5,329
"Kosca Distributor, Bangalore",13.0156082,77.643802,Office,"Kalyan Nagar, Bengaluru",1.226513681882291,0.7291415674127747,3,3,194
AOTO ELECTRONIC ( HONG KONG) LtD,13.0221781,77.643454,Office,"Kalyan Nagar, Bengaluru",0.5872316464236829,1.0215873984292443,6,6,383
MBBS Admission in Abroad - New-Lyf,13.0236595,77.6386972,Office,"Kalyan Nagar, Bengaluru",0.257142845835665,1.5322467900118133,7,9,523
Printree Custom Creations Pvt Ltd,13.0222563,77.6469616,Office,"Kalyan Nagar, Bengaluru",0.8972884245888713,0.7865007653863224,4,5,300
iFix India,13.0225125,77.6373633,Office,"Kalyan Nagar, Bengaluru",0.43683287672449433,1.5937963993083561,7,9,545
IDFC FIRST Bank,13.0249909,77.6407855,Office,"Kalyan Nagar, Bengaluru",0.1643401311753569,1.4459922019931029,6,7,440
Pacer Yamaha SERVICE Centre,13.0249935,77.6432308,Office,"Kalyan Nagar, Bengaluru",0.4111527629067795,1.2661839074128431,6,7,398
Croma,13.0258444,77.6409236,Office,"Kalyan Nagar, Bengaluru",0.15071366519333806,1.5021615493689662,6,8,450
LAKSHMI HYUNDAI KALYAN NAGAR,13.0227111,77.6457812,Office,"Kalyan Nagar, Bengaluru",0.7603104098090747,0.8973874796998915,5,5,323
Vedaearth Lounge Spa (Kalyan Nagar),13.0219023,77.6401136,Office,"Kalyan Nagar, Bengaluru",0.44060338326635845,1.2990809746803023,6,7,447
Drainvac India - Zera Automation,13.0230379,77.6433992,Office,"Kalyan Nagar, Bengaluru",0.5210103859568042,1.0915056374980763,5,6,365
Dronava Technologies Pvt Ltd,13.0319088,77.6439322,Office,"Kalyan Nagar, Bengaluru",0.8276136731846493,1.8982253470556991,8,9,569
Starbucks - Kammanahali (S152),13.0193534,77.6429104,Office,"Kalyan Nagar, Bengaluru",0.8072202894862489,0.90025221625445,4,5,296
State Bank of India,13.0245308,77.6372295,Office,"Kalyan Nagar, Bengaluru",0.2879772087658001,1.7183428492633086,7,8,480
Brewklyn Microbrewery,13.0214758,77.6403976,Office,"Kalyan Nagar, Bengaluru",0.49250658063131264,1.2490596029688716,5,7,397
Allahabad Bank,13.022811,77.6456728,Office,"Kalyan Nagar, Bengaluru",0.7448109819313949,0.9132199923525495,5,6,334
Dell Exclusive Store - Kammanahalli,13.0188759,77.6432508,Office,"Kalyan Nagar, Bengaluru",0.8713089623211446,0.8457641542081232,5,6,356
Intersight Tours %26 Travels Pvt Ltd,13.0223973,77.6379035,Office,"Kalyan Nagar, Bengaluru",0.4199281017167759,1.5358108713743905,6,8,504
Maxwell Public School - Best Public School in Bangalore %7C Top Public School in Bangalore %7C Public School In Banasawadi Bangalore %7C School Near Me,13.016355,77.6475209,Office,"Kalyan Nagar, Bengaluru",1.3629350211840636,0.3256455675748549,2,2,138
Pallottine Provincialate - Assumption House.,13.0291245,77.6420688,Office,"Kalyan Nagar, Bengaluru",0.4584469687950643,1.7141944351587965,8,9,559
Banaswadi Traffic Police Station,13.0196932,77.6400734,Office,"Kalyan Nagar, Bengaluru",0.6842380687996366,1.2000690888206607,6,6,371
Empowered Minds,13.017289,77.643969,Office,"Kalyan Nagar, Bengaluru",1.0638210903589684,0.7215609540381511,3,3,205
The Local,13.0212208,77.6414976,Office,"Kalyan Nagar, Bengaluru",0.5543670628295774,1.1313527114785447,5,6,378
Union Bank of India,13.0211432,77.6420452,Office,"Kalyan Nagar, Bengaluru",0.5873740616402622,1.0760119350786415,5,6,346
Kotak Mahindra Bank,13.0241276,77.6369551,Office,"Kalyan Nagar, Bengaluru",0.3369768145793815,1.719589214961789,7,10,590
Ark Granites,13.0267661,77.6375375,Office,"Kalyan Nagar, Bengaluru",0.24017706178135256,1.8401687056238127,7,9,529
HCG Kalyan Nagar,13.0229848,77.6434237,Office,"Kalyan Nagar, Bengaluru",0.5266649119538004,1.0854532344197265,6,6,366
Aakruthi Group,13.0145547,77.6490469,Office,"Kalyan Nagar, Bengaluru",1.622561060052457,0.23309821135663347,1,1,64
Caf%C3%A9 Coffee Day,13.0268015,77.6369511,Office,"Kalyan Nagar, Bengaluru",0.3000353220268866,1.8916237420733166,8,9,545
The Dental Lounge - Aesthetic %26 Implant Centre - Kalyan Nagar,13.0227213,77.6397733,Office,"Kalyan Nagar, Bengaluru",0.3459993191878437,1.377715023103326,6,8,469
HDFC Bank,13.0316028,77.6357296,Office,"Kalyan Nagar, Bengaluru",0.763295449108241,2.3540699251330124,8,10,591
Cafe Coffee Day,13.0232014,77.6362344,Office,"Kalyan Nagar, Bengaluru",0.4612099058896568,1.737510965101442,7,9,569
OYO Townhouse 254 HRBR-Kalyannagar,13.0153509,77.643801,Office,"Kalyan Nagar, Bengaluru",1.2530183371001191,0.7318991013643186,4,4,246
AECC Global Bangalore (Overseas Education Consultants in Bangalore),13.0225175,77.637544,Office,"Kalyan Nagar, Bengaluru",0.42614088732202604,1.5765730894897585,6,9,521
E Cube Architects,13.0225948,77.6398313,Office,"Kalyan Nagar, Bengaluru",0.36053668349716034,1.3649039517735433,6,8,464
Hassan,13.0246294,77.6372564,Office,"Kalyan Nagar, Bengaluru",0.28009284733481604,1.7219255106307514,7,8,477
North Bangalore Hospital,13.0267485,77.6393235,Office,"Kalyan Nagar, Bengaluru",0.10525537848109745,1.6955792130097072,7,8,509
CANARA BANK - BENGALURU KALYANANAGAR (BANASWADI),13.0198625,77.6458592,Office,"Kalyan Nagar, Bengaluru",0.9535227684008216,0.6561181671288374,4,4,266
Dr Harsha's physiotherapy Clinic,13.0245261,77.6399959,Office,"Kalyan Nagar, Bengaluru",0.15280959211695516,1.47610038885972,7,8,483
Suguna Poultry Farm Ltd,13.0275399,77.6349052,Office,"Kalyan Nagar, Bengaluru",0.5363771623064909,2.116856273241851,9,9,543
Little Italy KalyanNagar Bangalore,13.023074,77.64314,Office,"Kalyan Nagar, Bengaluru",0.4962298177197758,1.1143086176445998,5,6,355
Barbeque Nation,13.0215187,77.6404391,Office,"Kalyan Nagar, Bengaluru",0.4887079131139386,1.2474186373507476,5,7,396
Royale Concorde International School,13.0254743,77.642535,Office,"Kalyan Nagar, Bengaluru",0.3275834314442836,1.3552132097050913,6,7,423
The Bangalore Dhaba,13.0212771,77.6414952,Office,"Kalyan Nagar, Bengaluru",0.5484911771409802,1.1347476030648942,5,6,375
40K PLUS,13.0225948,77.6398313,Office,"Kalyan Nagar, Bengaluru",0.36053668349716034,1.3649039517735433,6,8,464
"Marie Claire Paris Salon, Kalyannagar Bengaluru",13.022265,77.6383064,Office,"Kalyan Nagar, Bengaluru",0.41745176215488955,1.4902782790202547,6,8,486
Figurine Fitness Kalyan Nagar,13.0209228,77.642995,Office,"Kalyan Nagar, Bengaluru",0.6616091892171903,0.9760217862954442,5,5,323
Artville Academy,13.0206951,77.6396081,Office,"Kalyan Nagar, Bengaluru",0.5703771658696868,1.287818053634429,6,7,403
Ovum hospital,13.0201085,77.6516988,Office,"Kalyan Nagar, Bengaluru",1.463258025323473,0.46512646974911953,3,4,252
Classy Rags,13.021013,77.6422961,Office,"Kalyan Nagar, Bengaluru",0.6130460998190408,1.045272813318847,5,6,340
Four Fountains De-Stress Spa,13.019072,77.643367,Office,"Kalyan Nagar, Bengaluru",0.8580565631470694,0.8424120531955374,5,6,353
Axis Bank ATM,13.03043,77.64965,Office,"Kalyan Nagar, Bengaluru",1.2098060319404789,1.5975167294197965,11,12,701
Imax Diagnostics,13.0243843,77.6421802,Office,"Kalyan Nagar, Bengaluru",0.3284853692795741,1.2908230187945324,6,7,404
Srinivasa Luxury PG For Gents,13.026656,77.6399587,Office,"Kalyan Nagar, Bengaluru",0.10338414791998655,1.6396919163599575,8,9,530
Mainland China,13.0254842,77.6393973,Office,"Kalyan Nagar, Bengaluru",0.04053531058850784,1.5944089489603075,6,8,470
KFC,13.0230479,77.6370649,Office,"Kalyan Nagar, Bengaluru",0.4083645687588439,1.6498326913083674,7,9,553
Axis Bank,13.0238121,77.6368575,Office,"Kalyan Nagar, Bengaluru",0.3661101619930961,1.7107517611685932,7,10,580
"Nova IVF Fertility Center - Best IVF Center In Kalyan Nagar, Bengaluru",13.0239531,77.6370276,Office,"Kalyan Nagar, Bengaluru",0.34194444223803727,1.7028384804693455,7,10,585
Office and Home Furniture,13.027332,77.636419,Office,"Kalyan Nagar, Bengaluru",0.37667925576623174,1.9735729442227388,8,10,576
SRI SAI BALAJI PG FOR GENTS,13.0284387,77.6346571,PG,"Kalyan Nagar, Bengaluru",0.6029041779903459,2.199367339002499,9,11,636
SHAMIYANA LADIES PG,13.0199716,77.6401485,PG,"Kalyan Nagar, Bengaluru",0.6541801995116671,1.203163937377202,5,6,358
Urban Himalayas Girls PG KalyanNagar,13.0159008,77.6457627,PG,"Kalyan Nagar, Bengaluru",1.2934812432420262,0.515189059895371,3,3,168
SS STAYS SPRING PG FOR MEN,13.030239,77.6335534,PG,"Kalyan Nagar, Bengaluru",0.8127518766129069,2.4191369401510183,8,10,572
Royal Girls PG,13.0279859,77.6404774,PG,"Kalyan Nagar, Bengaluru",0.26126790207165684,1.7124950291523786,10,11,673
Samhita pg homes,13.0259055,77.6359278,PG,"Kalyan Nagar, Bengaluru",0.39062245171653814,1.9206441520422515,7,8,468
Annapurna ladies pg,13.027366,77.6391614,PG,"Kalyan Nagar, Bengaluru",0.17610461223780108,1.7565238256237452,10,11,649
Thehive PG,13.0202188,77.639581,PG,"Kalyan Nagar, Bengaluru",0.6233027627861498,1.2704190665769226,6,7,393
SS Stays Blossom - Women PG,13.026108,77.63229,PG,"Kalyan Nagar, Bengaluru",0.7852489718849744,2.2670271284955112,8,9,515
SS Stays Aura PG for Men,13.0236317,77.6489612,PG,"Kalyan Nagar, Bengaluru",1.050133927813708,0.8555398609853768,6,7,437
Srinivasa Luxury PG For Gents,13.026656,77.6399587,PG,"Kalyan Nagar, Bengaluru",0.10338414791998655,1.6396919163599575,8,9,530
Habitat Boys PG,13.0172844,77.6402132,PG,"Kalyan Nagar, Bengaluru",0.952430207848854,1.1238910162508111,5,5,318
Sunrise Paying Guest,13.0290364,77.6354518,PG,"Kalyan Nagar, Bengaluru",0.5683512012208187,2.1761867354215787,10,12,694
"Ujwala Ladies PG %7C Kalyan Nagar, Bengaluru",13.0188171,77.6479406,PG,"Kalyan Nagar, Bengaluru",1.1986580974445575,0.412110929891284,3,3,208
Slv Pg For Gents,13.0276279,77.6396547,PG,"Kalyan Nagar, Bengaluru",0.20101077419845534,1.7408798396890777,8,9,548
sri sai balaji gents pg,13.0257509,77.642147,PG,"Kalyan Nagar, Bengaluru",0.2833493510024088,1.4057700298347378,6,7,435
MD PG %5B PG For Girls Only %5D,13.0169806,77.6473562,PG,"Kalyan Nagar, Bengaluru",1.2982198358550603,0.35624018310667643,2,2,132
Habitat 15 ladies pg,13.0172037,77.6403778,PG,"Kalyan Nagar, Bengaluru",0.9629088475819515,1.1051428202350742,5,5,304
Janapada ladies PG,13.0150486,77.6485956,PG,"Kalyan Nagar, Bengaluru",1.5490898018638244,0.23782391896949606,2,2,111
Sri Venkateswara PG for Gents,13.0164362,77.6494059,PG,"Kalyan Nagar, Bengaluru",1.4945984973872322,0.12616265357795023,1,1,52
Kalyannagar pg for gents,13.0277919,77.6399323,PG,"Kalyan Nagar, Bengaluru",0.22305493362375967,1.7343405110247248,10,11,656
Sri Venkateshwara PG Hostel for Men,13.0257532,77.6404673,PG,"Kalyan Nagar, Bengaluru",0.10157035560732149,1.5296263760653328,8,10,594
Habitat 15 ladies PG 2,13.0172038,77.6403936,PG,"Kalyan Nagar, Bengaluru",0.96306206569628,1.1034431700400138,5,5,303
Shirdi Sai Paying Guest,13.0225905,77.6495877,PG,"Kalyan Nagar, Bengaluru",1.1471266586746482,0.7299907830387549,5,6,348
Upasana ladies pg,13.030813,77.635749,PG,"Kalyan Nagar, Bengaluru",0.6897416248000007,2.2890217966532207,9,10,613
Royal PG,13.0294062,77.6394894,PG,"Kalyan Nagar, Bengaluru",0.3983404508503472,1.9025460619695973,10,11,671
Aashirwad Paying Guest Luxury PG For Women %E2%80%93 Lokhande%E2%80%99s Hospital,13.0198063,77.6498413,PG,"Kalyan Nagar, Bengaluru",1.3019218723993204,0.4198452651657039,4,4,246
Vikyath Ladies Paying Guest,13.0257464,77.6411865,PG,"Kalyan Nagar, Bengaluru",0.17938588353589693,1.4746493191542833,6,7,442
Raji Ladies PG,13.0184223,77.6524549,PG,"Kalyan Nagar, Bengaluru",1.6239623512776973,0.3340418563961235,2,3,151
Sri Manjunatha Luxury PG for Gents,13.022995,77.6482427,PG,"Kalyan Nagar, Bengaluru",0.9946649181305702,0.8064968811400912,5,7,393
SaiVishnu Luxury PG For Gents,13.0279411,77.6393905,PG,"Kalyan Nagar, Bengaluru",0.2359036321896543,1.7858938926977541,9,11,634
Shamiyana Girls pg,13.0198353,77.6342319,PG,"Kalyan Nagar, Bengaluru",0.8793267200171976,1.8125286563241605,8,9,541
Sri Sai Balaji PG For Gent's,13.0277782,77.6324487,PG,"Kalyan Nagar, Bengaluru",0.7975874125251357,2.3494962356968236,7,8,475
Pinto Ladies PG,13.0269034,77.6306461,PG,"Kalyan Nagar, Bengaluru",0.9701543730595598,2.4656148864851164,9,10,577
Ss stays elite pg for girls,13.0261935,77.6320319,PG,"Kalyan Nagar, Bengaluru",0.8136125096867145,2.2960573129977973,8,9,510
Seventh Tree PG for Gents,13.0270906,77.6314457,PG,"Kalyan Nagar, Bengaluru",0.8873256158993988,2.4009058788067112,8,9,517
Vikyatha PG,13.0283869,77.6437302,PG,"Kalyan Nagar, Bengaluru",0.5366575168505069,1.5525610317645018,8,9,546
Pg in kalyannafar,13.028059,77.6401068,PG,"Kalyan Nagar, Bengaluru",0.2561790785155014,1.7444587156129718,10,11,665
Srinivasa Executive PG for Men,13.0267741,77.6404053,PG,"Kalyan Nagar, Bengaluru",0.1417681750763489,1.6159551022239995,8,9,547
Chaitanya Pg,13.0242862,77.6402072,PG,"Kalyan Nagar, Bengaluru",0.18596944382856223,1.4414853580678366,7,8,463
SS STAYS TRISHUL PLAZA PG FOR MEN,13.0228098,77.6487041,PG,"Kalyan Nagar, Bengaluru",1.0486046778169928,0.7727387276491056,5,6,377
Shalom ladies PG,13.0209831,77.6447307,PG,"Kalyan Nagar, Bengaluru",0.7790298705605017,0.8299839148809937,4,5,273
PRESTIGE EXECUTIVE PG FOR GENTS,13.0267208,77.6302252,PG,"Kalyan Nagar, Bengaluru",1.013218626335601,2.4958384859354976,8,9,564
The Arch PG,13.0280047,77.6399711,PG,"Kalyan Nagar, Bengaluru",0.24708352087274799,1.7494186028957006,10,11,652
Sri Venkateshwara PG for Ladies,13.0275215,77.6401478,PG,"Kalyan Nagar, Bengaluru",0.20016626001562493,1.696348667263813,10,11,675
MARS HERITAGE PG,13.0284473,77.6347941,PG,"Kalyan Nagar, Bengaluru",0.5904173849995737,2.188394578654237,9,11,632
Home Like Pg Ruby,13.0317268,77.6369851,PG,"Kalyan Nagar, Bengaluru",0.7120108207698722,2.2742480400470195,9,11,633
Classic Castle PG,13.030973,77.639003,PG,"Kalyan Nagar, Bengaluru",0.5754004952725705,2.072363582142914,11,12,719
Akshaya PG Acommodation,13.0317157,77.6349269,PG,"Kalyan Nagar, Bengaluru",0.8234827382709319,2.4230652711702896,9,10,622
Nancy Dsouza Pg,13.0203913,77.6347851,PG,"Kalyan Nagar, Bengaluru",0.7933836116339652,1.7699584305164986,8,10,573
Ss stays all new posh pg for men,13.0248005,77.6509267,PG,"Kalyan Nagar, Bengaluru",1.2396101832232482,0.9698284075986652,6,7,391
Springs PG,13.0303361,77.6335845,PG,"Kalyan Nagar, Bengaluru",0.8166575754423705,2.423622826421002,8,10,570
Elite PG Inn,13.0327337,77.6354292,PG,"Kalyan Nagar, Bengaluru",0.8876437068331469,2.4691374471183036,9,11,632
Balaji Pg 2,13.0301398,77.6333775,PG,"Kalyan Nagar, Bengaluru",0.8215271004175919,2.426525333941402,9,10,577
The Nest Ladies PG,13.0209329,77.6353943,PG,"Kalyan Nagar, Bengaluru",0.7048337121283793,1.7243649854056764,7,9,531
RMR Stays Gents Pg,13.0323486,77.6363928,PG,"Kalyan Nagar, Bengaluru",0.8012705340293632,2.368471861434814,9,10,619
Isthara Shared Living,13.0262983,77.6326068,PG,"Kalyan Nagar, Bengaluru",0.7521442977213358,2.2478136955929933,8,9,530
Sri Vaishnavi Ladies PG,13.0277075,77.631791,PG,"Kalyan Nagar, Bengaluru",0.8644226761856985,2.4049397118379416,8,9,511
ZIPYSpaces - Manyata Kalyan Nagar,13.0238152,77.6349899,PG,"Kalyan Nagar, Bengaluru",0.5404497968437364,1.8886238895170826,8,9,550
Rishabh ladies PG,13.0324203,77.6367537,PG,"Kalyan Nagar, Bengaluru",0.7928417221640509,2.3495647748346995,9,10,627
Zolo Cygnus Co-Living %7C Redefining PG,13.0206664,77.6558476,PG,"Kalyan Nagar, Bengaluru",1.8582071634841817,0.7700964267827594,4,4,250
3 DOTs PG,13.0271322,77.6314197,PG,"Kalyan Nagar, Bengaluru",0.8908502010115212,2.4056878172027143,9,10,571
Sri Sai Gents PG,13.0323365,77.6362755,PG,"Kalyan Nagar, Bengaluru",0.8055371194874104,2.375676348412791,9,10,616
Jolly Girls and Ladies PG,13.027711,77.6317361,PG,"Kalyan Nagar, Bengaluru",0.8702879284784012,2.4101668727811036,8,9,513
Bethel ladies PG,13.02131,77.6384377,PG,"Kalyan Nagar, Bengaluru",0.5157684269198524,1.431401918574281,8,9,550
home stay hrbr layout,13.022112,77.64407,PG,"Kalyan Nagar, Bengaluru",0.64187944246846,0.9675249726251648,5,6,361
SS stays aura pg,13.0241085,77.6491873,PG,"Kalyan Nagar, Bengaluru",1.063193176785063,0.9033621508476118,6,7,449
Lotus comforts Girls P.G,13.0178245,77.6596438,PG,"Kalyan Nagar, Bengaluru",2.353348304959618,1.007753953277745,4,5,280
PG,13.0210375,77.6350251,PG,"Kalyan Nagar, Bengaluru",0.7223135490367556,1.7659948958399811,9,10,600
Vaishnavi Ladies PG,13.0274868,77.6306781,PG,"Kalyan Nagar, Bengaluru",0.9768898491021898,2.494909725891914,8,9,561
SS Stays Gents pg,13.0318134,77.6344206,PG,"Kalyan Nagar, Bengaluru",0.866150703774635,2.469285579084384,9,10,609
Sruti Pg,13.0259314,77.6360272,PG,"Kalyan Nagar, Bengaluru",0.37993656202267667,1.9134398617863921,7,8,466
Sri Lakshmi Venkata Ramana PG For GENTS,13.0203998,77.653878,PG,"Kalyan Nagar, Bengaluru",1.667053020606814,0.6022368177866235,3,4,249
passing clouds girls . PG,13.0201668,77.6481096,PG,"Kalyan Nagar, Bengaluru",1.1221063110610112,0.5230441219244865,4,4,257
ZIPYSpaces - Manyata Hennur Road,13.0326546,77.6362062,PG,"Kalyan Nagar, Bengaluru",0.8406683007418343,2.4075129806052935,9,11,647
PG India,13.0203133,77.6433891,PG,"Kalyan Nagar, Bengaluru",0.741650903946294,0.9036611287689336,6,7,416
PG FOR LADIES NAGARBHAVI,13.0218708,77.6320916,PG,"Kalyan Nagar, Bengaluru",0.9181811918663808,2.0968766869504862,9,10,626
Sri Sai Balaji Luxury new Pg for Men,13.0226171,77.6561347,PG,"Kalyan Nagar, Bengaluru",1.8335962977494469,0.947557233122045,4,5,309
Home Town Paying Guest,13.0161314,77.6367274,PG,"Kalyan Nagar, Bengaluru",1.1198051657004184,1.4936438288698088,6,7,407
Lotus Pg For Boys,13.0187914,77.6602258,PG,"Kalyan Nagar, Bengaluru",2.3742872207459413,1.0942345405161682,5,5,325
Grandma's PG,13.023727,77.648551,PG,"Kalyan Nagar, Bengaluru",1.0044489922997986,0.8756524947125434,6,7,419
St Mary's PG,13.0117816,77.642653,PG,"Kalyan Nagar, Bengaluru",1.5976320171015643,0.9770555912244018,3,4,254
Savi PG For Girls,13.0091504,77.6588746,PG,"Kalyan Nagar, Bengaluru",2.7979321674188937,1.1897431008316244,6,7,431
Harsha Ladies Pg,13.0065809,77.6473971,PG,"Kalyan Nagar, Bengaluru",2.3031446822188077,1.1097627996478263,5,6,330
Dolphin plaza,13.0192216,77.6375977,PG,"Kalyan Nagar, Bengaluru",0.7635019742835364,1.4420724482574652,7,8,487
Pg in banasawadi,13.0048536,77.653551,PG,"Kalyan Nagar, Bengaluru",2.7827903581489823,1.2917989712969613,5,6,377
Pacific Stay Ladies PG,13.01729,77.6345435,PG,"Kalyan Nagar, Bengaluru",1.0920792512975384,1.7353870828003464,7,7,445
Prakash PG,13.0114243,77.6364914,PG,"Kalyan Nagar, Bengaluru",1.6347313547369973,1.6052844574574323,7,8,470
Comfort Mens Paying Guest at Kammanahalli,13.0146457,77.6356243,PG,"Kalyan Nagar, Bengaluru",1.313117376089374,1.621100105443954,6,7,433
Sai Vinayaka Ladies PG,13.0057438,77.6538547,PG,"Kalyan Nagar, Bengaluru",2.719025727342546,1.2058066335251683,6,7,409
REHOBOTH GIRLS PG,13.006504,77.6497429,PG,"Kalyan Nagar, Bengaluru",2.4163604476883105,1.0689536929012782,4,5,310
KAJAMUGAM PG for MENS,13.024431,77.6589606,PG,"Kalyan Nagar, Bengaluru",2.1104134257954836,1.3030612807244546,4,6,333
Phoebe Girls Home,13.0192774,77.6296346,PG,"Kalyan Nagar, Bengaluru",1.2960514812137647,2.2896760824099474,9,10,610
Marian villa PG for Boys,13.0115846,77.6366058,PG,"Kalyan Nagar, Bengaluru",1.6147972659258925,1.5878485812937972,7,8,460
SRI SSR New Deluxe PG,13.0044433,77.6647405,PG,"Kalyan Nagar, Bengaluru",3.6208465218224037,2.012990315463695,9,10,597
S.L.R Men's PG,13.027579,77.6475064,PG,"Kalyan Nagar, Bengaluru",0.8856001386099641,1.318648619079667,9,10,615
Anjanadri pg,13.0238466,77.6509099,PG,"Kalyan Nagar, Bengaluru",1.2520164549806685,0.8637936786903124,5,6,351
Casabella PG,13.0132655,77.6301121,PG,"Kalyan Nagar, Bengaluru",1.7296436886520854,2.2325069931209343,8,11,636
Corporate Stay Only for Officials,13.0241032,77.6374341,PG,"Kalyan Nagar, Bengaluru",0.2971494363770103,1.6740311758073603,7,8,506
Sanjanarithvik P.G for Gends,13.0262792,77.6377401,PG,"Kalyan Nagar, Bengaluru",0.20066981545755966,1.7886739991848795,8,9,560
S.S.R WEIGHING SOLUTIONS PVT LTD,13.0335253,77.6379048,PG,"Kalyan Nagar, Bengaluru",0.8743042119336002,2.3718303210229257,9,11,663
INDO ASIAN ACADEMY CO-ED DEGREE College %26 PG CENTRE,13.0270437,77.6358427,PG,"Kalyan Nagar, Bengaluru",0.42211381070174464,2.0026060543047977,8,9,568
Bumble Bee,13.0228143,77.6507811,PG,"Kalyan Nagar, Bengaluru",1.2637268153890466,0.7485012991584074,5,6,331
Srushti PG for ladies,13.0086623,77.6431511,PG,"Kalyan Nagar, Bengaluru",1.9481573290076417,1.1480922392162598,3,4,210
JR Layout,13.0283762,77.6406737,PG,"Kalyan Nagar, Bengaluru",0.3095400316316047,1.7330783680573185,8,9,521
Shoba Enclave,13.020985,77.6412929,PG,"Kalyan Nagar, Bengaluru",0.5708784574903868,1.137776203181707,6,6,388
Boutique by Hema,13.027693,77.6399513,PG,"Kalyan Nagar, Bengaluru",0.21270717748390544,1.7247374246644467,10,11,659
Lotus comforts Girls P.G,13.0178245,77.6596438,PG,"Koramangala, Karnataka",2.353348304959618,1.007753953277745,4,5,280
Home Town Paying Guest,13.0161314,77.6367274,PG,"MG Road, Bengaluru",1.1198051657004184,1.4936438288698088,6,7,407
Apartment 010,13.0116105,77.6380621,Apartments,"Thygaraja Layout, Bengaluru",1.588489604390427,1.4379859944474733,7,7,436
Prestige North Point,13.0233789,77.6374308,Apartments,"Thygaraja Layout, Bengaluru",0.35464055674275186,1.6328882675866576,7,9,517
"ICICI Bank HRBR Layout, Bangalore-Branch %26 ATM",13.0247999,77.6369441,Offices,"Thygaraja Layout, Bengaluru",0.30266200531444454,1.7606058739193957,7,10,606
CMR University OMBR Campus,13.0059177,77.6503747,Offices,"Thygaraja Layout, Bengaluru",2.505848665575208,1.1309771917530027,4,5,303
Annapurna ladies pg,13.027366,77.6391614,PG,"Thygaraja Layout, Bengaluru",0.17610461223780108,1.7565238256237452,10,11,649
Apartment 010,13.0116105,77.6380621,Apartments,"Vivek nagar, Bengaluru",1.588489604390427,1.4379859944474733,7,7,436
Srinivasa Executive PG for Men,13.0267741,77.6404053,PG,"Whitefield, Bengaluru",0.1417681750763489,1.6159551022239995,8,9,547
Annapurna ladies pg,13.027366,77.6391614,PG,"Whitefield, Bengaluru",0.17610461223780108,1.7565238256237452,10,11,649
